salesorderid,subtotal
69564,19438.4519
70246,811.32
70228,2329.99
70225,600.46
70226,579.97
70227,2369.97
70170,36.27
70247,548.98
70807,2319.99
70760,36.27
70801,1147.77
70755,29.99
70802,1700.99
70757,6.28
70821,811.32
70756,56.97
70805,804.48
70806,2294.99
70820,750.3
70752,2479.94
70804,570.96
71998,750.3
71795,37306.8816
71934,424.9744
71879,2372.4223
72000,2438.06
71945,35421.4205
71997,806.32
71813,11499.9729
71874,3433.0608
71933,35092.7264
71999,571.72
71809,3387.709
71956,102.96
71984,567.76
71822,28227.6879
71875,989.6242
71854,33320.9849
71926,1603.476
71944,1409.184
71876,7427.037
71985,2354.98
71805,69262.9433
71955,186.28
71937,1439.6404
71905,5149.5912
72517,7.95
72555,1247.96
72519,93.46
72556,1169.97
72560,1147.77
72581,1223.84
72561,2319.26
72559,588.96
72558,1120.49
72562,769.49
72518,24.49
72514,1714.97
72557,1183.47
72515,37.27
73182,588.96
73161,2478.34
73179,2393.06
73102,75.97
73164,548.98
73104,42.28
73106,23.78
73108,76.96
73105,23.78
73101,35.23
73100,1700.99
73103,42.28
73178,742.35
73183,599.47
73109,24.49
73181,553.97
73180,2443.55
73098,2443.55
74152,25.48
74156,2.29
74150,31.27
74151,36.96
74155,58.98
74154,24.49
74417,32.27
74418,23.78
74419,49.97
74421,22.97
74652,60.47
74651,21.49
74656,93.97
74654,6.28
74657,87.97
51173,2040.3655
51087,4119.673
51177,1249.84
51094,8122.5858
51176,2452.34
51134,7491.9311
51174,454.3182
51150,36447.0717
51152,12013.6683
51312,2461.55
51315,2318.96
51314,553.97
51311,1763.97
51313,2384.07
51301,1223.84
51450,2414.99
51448,2359.98
51447,2376.96
51710,25216.9789
51917,2393.06
51806,18736.7619
51840,908.6364
51872,440.1742
51886,2.29
51885,2.29
51884,58.47
51871,246.7308
51875,55608.2513
51882,166.28
51744,390.794
51814,82270.261
51881,42.28
51834,4017.8562
51876,2478.34
51804,1047.2896
52293,88.97
52279,2466.32
52281,1237.82
52287,31.27
52289,39.25
52285,64.97
52288,29.99
52323,564.48
52278,2514.93
52328,2451.3
52324,2433.04
52290,39.99
52280,2514.93
52292,49.99
52286,53.95
52719,2442.54
52674,31.27
52673,49.48
52677,38.88
52670,2478.34
52718,1700.99
52717,1760.47
53498,2358.6834
53485,77513.4206
53588,67.7618
53594,1326.2576
53565,39794.6821
53492,22751.1109
53555,1197.2116
53554,4112.3804
53655,548.98
53656,2319.99
53502,41030.5479
53654,1700.99
53532,2624.076
53619,1236.1652
53468,34831.8858
53541,39306.4412
53557,493.4616
53579,1535.3594
53653,2457.33
53566,76765.5159
53627,36.59
54097,2374.98
54042,145.42
54046,54.98
54096,2492.32
54047,23.97
54041,28.98
54043,32.28
54483,33.98
54515,553.97
54519,2304.98
54526,854.97
54484,88.46
54516,650.45
54514,784.47
54481,106.96
54482,165.28
55240,1068.984
55258,8581.3757
55326,1300.1433
55244,6445.7208
55327,1716.5304
55372,2393.06
55336,49.99
55339,147.95
55335,23.97
55300,33057.5766
55340,28.99
55374,2294.99
55332,1120.49
55338,49.99
55307,14276.6396
55337,24.49
55858,2393.06
55819,74.46
55816,29.98
55814,1303.83
55820,34.89
55860,2500.97
55817,31.27
55859,2369.96
56258,839.48
56263,553.97
56266,2479.94
56230,75.47
56270,2354.98
56268,2322.28
56229,43.97
56231,34.89
56265,2539.42
56259,1700.99
56269,2319.26
56261,553.97
56260,1779.97
56267,2451.3
56262,564.48
57187,22374.2521
57194,29.48
57197,38.47
57234,2479.94
57229,1754.98
57059,3433.0608
57075,61481.4526
57147,5959.7754
57232,553.97
57191,1174.48
57193,110.96
57189,1759.212
57230,564.48
57127,30865.2827
57195,133.49
57233,2475.95
57171,1485.7868
57032,21878.5262
57677,2457.33
57674,2478.34
57675,2411.94
57676,2362.27
57635,64.97
58076,59.98
58116,2369.96
58117,2374.98
58114,565.47
58075,29.48
58113,2478.34
58115,2384.07
59121,1700.99
59062,28.9636
59125,1120.49
59072,534.492
59001,1235.5974
58915,32866.556
58934,13521.4448
58931,58580.7372
59004,1670.3928
59082,90.95
58922,32218.7978
59085,6.28
59045,4307.7528
59124,1143.46
59122,2514.93
58997,807.1895
58947,2228.6802
59067,32467.8972
59081,123.96
59018,48415.5983
58948,30172.6761
59123,2466.32
59657,36.27
59707,1223.84
59653,35.23
59655,187.98
59708,801.83
59656,64.47
59690,1700.99
59654,31.27
59695,2398.05
59691,2452.34
60238,2478.34
60181,31.97
60184,21.49
60237,2457.33
60242,2384.07
60180,59.98
60185,48.97
60239,2457.33
60183,35.0
60240,2398.05
60186,2.29
60241,2438.06
60762,777.34
60763,742.35
60764,2469.05
60741,769.49
60744,548.98
60761,1283.82
60745,588.96
60743,2478.34
60701,93.48
60697,839.48
61362,2297.28
61318,56.97
61316,32.28
61315,126.95
61369,742.35
61361,1174.48
61320,49.97
61367,2452.04
61322,122.29
61321,74.48
61319,27.77
61786,132.97
61842,2386.94
61787,49.99
61790,36.59
61785,45.22
61841,1754.98
61791,36.59
61855,2384.07
61788,6.28
61789,120.0
62344,562.96
62287,32.28
62286,27.77
62345,603.49
62342,777.34
62332,1754.98
62334,1179.97
62333,2451.3
62343,2384.07
62292,48.97
62749,742.35
62697,30.97
62700,49.97
62739,2319.99
62738,1754.98
63424,756.33
63411,2374.98
63407,1143.46
63364,29.93
63409,2354.98
63408,2466.32
63423,2433.04
63406,1754.98
63410,2376.96
63366,62.98
63890,53.99
63887,36.96
63944,2443.55
63889,49.97
63891,53.99
63945,758.62
63884,63.97
63892,118.49
63946,806.76
63883,31.27
63936,2466.32
63888,61.97
63937,2304.98
64380,25.48
64386,2.29
64431,1198.97
64434,2496.26
64381,37.29
64451,2384.07
64452,2453.04
64383,23.97
64385,36.27
64384,64.47
64433,2369.97
64776,554.97
64787,801.77
64774,1193.95
64789,2418.05
64731,67.93
64773,1725.98
65403,49.99
65396,893.47
65443,2528.33
65444,2354.98
65440,553.97
65439,553.97
65402,103.95
65436,1194.97
65437,1120.49
65442,2319.99
65400,76.97
65939,1174.48
65941,2478.24
65949,777.34
65883,39.99
65937,1214.46
65942,2492.32
65936,1729.97
65886,84.98
65887,58.98
65888,212.99
65940,2294.99
66417,2364.96
66415,1700.99
66416,561.48
66379,2.29
66419,2478.34
66378,34.89
66418,2520.83
66830,103.49
66833,68.49
66871,2329.99
66873,2366.46
66837,62.98
66836,2.29
66870,548.98
66872,2514.93
66868,1120.49
66869,556.93
66832,21.49
67420,88.46
67426,59.98
67462,2349.98
67421,29.99
67464,617.47
67479,854.82
67423,71.95
67422,23.78
67480,1249.84
67418,804.48
67481,2442.03
67463,1120.49
67965,59.91
67966,56.97
67967,42.28
68015,2532.33
68011,2294.99
67973,62.94
68009,2334.98
68012,588.96
68013,553.97
67969,29.48
68010,2294.99
68014,564.21
68522,2297.28
68474,46.47
68523,2380.47
68521,553.97
68515,1143.46
68517,1754.98
68539,2384.07
68520,1149.47
68478,7.95
68519,553.97
68469,804.48
68538,2443.55
68470,893.47
68516,1763.97
68473,56.96
68524,579.46
68518,1764.96
68890,147.28
68895,59.48
68935,1725.98
68934,1134.47
68894,29.48
68931,2376.45
68938,839.48
68933,1120.49
68896,71.58
68932,2294.99
68936,2394.97
68892,64.47
68889,31.27
68937,880.44
69709,2382.93
69721,2438.06
69666,6.28
69668,38.88
69710,2380.47
69663,58.98
69667,38.88
69708,889.49
70310,565.47
70251,32.27
70254,49.99
70309,2473.04
70252,53.99
70858,573.42
70824,148.45
70870,756.33
70859,863.95
70826,27.77
70871,756.33
70860,2304.98
70825,32.28
71332,1137.43
71286,29.99
71333,2309.97
71283,2514.93
71348,2400.34
71287,35.0
71282,2457.33
71289,23.97
71284,2541.32
71288,67.93
71290,91.58
71331,1174.48
71349,578.46
71350,2433.04
72050,1120.49
72006,113.97
72048,2479.94
72059,562.96
72049,1700.99
72003,117.96
72002,31.27
72004,123.96
72622,1179.97
72624,2394.97
72625,2309.97
72623,1158.96
72639,1249.84
72586,53.99
72583,88.98
72626,839.48
72582,32.28
73184,1700.99
73241,2382.93
73188,12.94
73254,2398.05
73187,21.49
73253,742.35
73693,2340.23
73709,777.34
73645,32.28
73651,7.95
73713,556.26
73653,62.98
73715,2433.04
73642,1764.96
73714,588.96
73650,36.59
73711,742.35
73652,36.27
73690,1763.97
73644,34.98
73691,1183.47
73694,2318.96
73646,34.98
73692,2322.28
73710,756.33
74189,123.98
74190,96.92
74187,25.48
74186,29.98
74442,60.47
74443,112.47
74691,85.48
74694,49.99
74690,31.27
74692,39.99
74914,91.96
74915,121.45
51196,638.95
51195,804.47
51197,2318.96
51198,2334.97
51189,2502.83
51321,2452.34
51327,617.47
51462,1725.98
51579,562.96
51580,553.97
51582,2337.27
51578,643.95
51581,2391.95
51571,1268.84
51964,2512.32
51929,53.99
51926,63.97
51927,86.45
51931,7.95
51922,1218.98
52331,58.98
52332,10.24
52361,588.96
52726,2520.83
52764,2384.07
52728,3.99
52777,810.32
53073,56.98
53072,37.27
53071,39.22
53126,2294.99
53080,7.95
53123,548.98
53078,6.28
53079,34.89
53077,60.47
53668,32.28
53712,2322.28
53671,39.99
53674,2.29
53672,18.97
53713,2394.97
53670,56.97
53675,38.88
53669,76.97
54140,549.98
54136,556.26
54138,562.96
54139,2478.24
54103,1164.47
54106,89.46
54108,67.59
54107,42.28
54137,561.48
54533,74.48
54576,548.98
54532,117.46
54582,2391.94
54534,66.97
54579,2520.31
54527,1209.47
54575,1793.47
54578,2511.32
54927,2319.99
54892,103.96
54894,88.98
54925,2462.55
54893,49.97
54895,36.27
54887,21.49
54886,83.97
54928,2399.47
54889,58.98
54923,1798.96
54888,25.48
55448,2329.98
55388,34.98
55391,39.99
55393,59.48
55444,556.93
55449,2399.47
55386,40.22
55446,2329.98
55394,24.49
55447,2350.96
55390,42.28
55445,2457.33
55392,62.98
55874,38.88
55876,54.99
55872,31.73
55914,565.47
55871,53.47
55917,2343.96
55915,2357.93
55867,1120.49
55873,17.27
56273,6.28
56323,2319.99
56274,44.98
56275,9.99
56321,2482.23
56277,159.0
56322,2349.98
56318,2393.06
56324,2334.97
56319,2532.33
56327,2318.96
56320,2457.33
56687,2514.93
56645,35.96
56684,548.98
56685,617.47
56683,793.76
56648,159.0
56688,2319.99
57245,32.28
57249,74.48
57294,2408.97
57295,2376.96
57292,839.46
57246,29.99
57250,62.94
57738,2638.94
57697,6.28
57733,2475.95
57734,1754.98
57702,24.49
57694,99.47
57698,9.99
57689,1145.48
57699,32.6
57695,24.27
57735,2384.07
57693,29.98
57737,2294.99
58137,49.99
58138,197.88
58136,21.49
58183,2359.98
58133,88.46
58132,64.97
58181,769.49
58134,85.48
58535,2451.3
58483,28.99
58532,739.46
58479,60.47
58484,62.98
58480,25.48
58533,2393.06
58536,2412.96
58531,1700.99
59190,2466.32
59209,2433.04
59205,1249.84
59145,56.97
59144,63.97
59143,29.98
59192,1120.49
59207,2393.06
59191,1120.49
59206,765.32
59208,2447.05
59711,23.78
59753,2395.45
59758,776.33
59713,49.97
59759,742.35
59710,24.27
59714,49.99
60254,95.94
60317,751.34
60316,1249.84
60295,2478.34
60298,572.26
60771,49.99
60835,2398.05
60834,756.33
60833,1214.85
60836,2393.06
60818,2393.06
60769,72.93
60770,22.93
60772,7.95
61376,7.95
61420,2380.95
61419,1120.49
61418,1184.46
61373,9.99
61425,1249.84
61426,588.96
61417,1120.49
61856,77.92
61911,2294.99
61920,2461.03
61858,53.99
61906,1769.96
61912,2426.95
61921,548.98
61919,805.33
61908,2457.33
61913,2319.99
61910,564.99
62347,63.97
62383,2478.34
62382,2451.3
62395,588.96
62349,49.99
62384,2410.43
62394,613.45
62351,58.47
62393,742.35
62817,777.34
62758,58.98
62754,29.99
62809,2334.97
62816,901.35
62759,7.95
62819,548.98
62807,563.96
62753,28.98
62755,56.97
62808,2405.47
62756,75.97
62806,2478.34
62760,2.29
62752,28.98
63483,2334.97
63434,94.46
63485,2354.99
63435,36.96
63481,2322.28
63484,2391.94
63479,1184.46
63476,548.98
63475,1120.49
63439,58.98
63477,624.97
63482,567.27
63433,29.99
63478,628.97
63425,854.45
63436,119.95
63440,48.97
63947,34.98
63954,54.99
63982,564.48
63953,2.29
63948,34.98
63994,862.95
63952,74.48
63949,35.0
63984,2492.32
63985,2322.28
63995,2482.04
63993,742.35
64459,32.28
64461,71.58
64463,49.99
64457,37.97
64508,1793.47
64464,226.49
64509,548.98
64510,2318.96
64455,2479.94
64458,32.27
64851,2398.05
64843,1169.46
64845,2466.32
64792,9.99
64853,764.28
64849,2384.07
64850,2460.99
65494,1700.99
65496,2379.26
65457,93.49
65461,36.59
65497,618.98
65458,39.99
65459,64.47
65460,22.97
65957,133.49
65956,59.98
66014,765.32
66007,553.97
66013,756.33
65955,60.47
66008,599.47
65958,18.97
66490,2502.83
66484,1700.99
66486,563.77
66487,561.48
66435,60.47
66488,2294.99
66436,58.98
66434,75.97
66440,23.97
66926,1183.47
66927,608.96
66930,2370.96
66940,2384.07
66925,1174.48
66886,902.46
66924,1700.99
66885,784.47
66892,36.27
66931,2478.34
66929,553.97
67549,2369.96
67490,3.99
67491,59.48
67493,49.99
67482,769.49
67485,40.22
67488,42.28
67572,742.35
67492,49.99
67575,2438.06
67551,2329.98
67503,64.97
67557,2482.23
67554,607.96
67495,54.99
67573,2438.06
67552,1143.46
67555,548.98
67550,2349.98
67487,93.49
67483,847.97
67484,32.27
67494,74.48
67556,562.96
67576,2398.05
68088,2418.05
68085,751.34
68066,1218.46
68086,2438.06
68032,35.0
68033,23.78
68065,2294.99
68069,2482.23
68034,14.23
68070,839.48
68087,2384.07
68035,9.99
68036,36.27
68031,123.96
68067,613.45
68608,594.97
68606,1754.98
68545,34.89
68605,2319.99
69025,2433.04
68960,60.47
69004,588.96
69002,563.77
69006,2457.33
68958,75.97
68998,1120.49
68959,21.49
69000,1174.48
69026,2462.55
68957,63.97
68961,166.28
69001,588.96
69005,2478.34
69003,578.46
68964,53.99
68955,59.98
68963,91.58
69008,618.98
69777,1750.47
69727,3.99
69775,1174.48
69778,1155.72
69791,791.32
69726,6.28
69722,141.98
69780,553.97
69779,1136.76
70315,85.48
70356,2457.33
70374,810.32
70373,751.34
70361,2362.27
70313,35.23
70358,1754.98
70316,42.97
70357,2492.32
70314,31.27
70359,615.96
70360,2354.98
70375,588.96
70920,2478.24
70917,1779.47
70921,561.97
70922,564.99
70923,593.98
70874,28.98
70875,75.97
70936,1249.84
70919,1120.49
70918,1700.99
70940,553.97
70937,1274.33
71357,49.99
71423,2401.01
71359,53.98
71418,564.99
71360,67.49
71354,67.93
71358,49.99
71355,15.23
71361,2.29
71419,769.49
71414,1725.98
71425,603.96
71416,2398.05
71417,2384.07
71424,2393.06
72100,1183.47
72108,2370.22
72062,579.97
72061,588.96
72101,1174.48
72127,742.35
72107,2349.98
72105,615.96
72128,613.45
72106,2369.97
72103,1174.48
72066,24.49
72067,67.97
72102,561.92
72126,850.81
72065,37.27
72702,1784.96
72643,75.97
72708,2322.28
72724,553.97
72726,553.97
72706,594.92
72641,54.25
72725,616.95
72701,2329.98
72704,2568.92
72642,92.48
72700,2294.99
72710,2349.98
72644,50.23
72703,2512.32
72707,2349.98
72709,858.46
73333,742.35
73256,2393.06
73261,61.96
73264,54.99
73335,2393.06
73260,60.47
73337,2447.05
73310,1754.98
73311,1174.48
73336,1249.84
73334,2393.06
73313,784.47
73312,1120.49
73719,82.97
73717,31.27
73767,2340.23
73764,2339.97
73722,10.24
73784,2384.07
73763,2359.98
73765,2370.96
73721,161.29
73761,2578.43
73766,2324.92
73786,2478.04
73762,1189.46
73716,1729.97
73787,2473.05
73718,110.96
74219,81.46
74221,39.99
74224,7.95
74222,23.78
74220,35.0
74223,23.97
74474,59.48
74476,33.98
74475,3.99
74725,88.97
74722,21.49
74719,86.95
74721,34.98
74724,47.97
74937,75.97
74938,12.94
74940,53.99
74939,162.99
51215,2329.99
51214,553.97
51203,2457.33
51212,1238.45
51216,2365.94
51217,2362.27
51336,2479.94
51349,1151.76
51352,2360.95
51338,1120.49
51351,2354.98
51350,2403.97
51354,2294.99
51472,563.77
51473,588.96
51594,2334.98
51597,2382.93
51595,2376.96
51586,2511.32
52014,799.48
51972,35.0
51965,2479.94
51976,58.98
51970,196.97
51975,24.49
51971,84.95
51978,67.97
52398,588.96
52366,60.47
52373,64.97
52783,97.97
52830,2407.04
52780,31.27
52779,31.27
52782,14.23
52781,29.99
52831,722.77
53139,24.49
53138,32.6
53140,62.98
53174,1729.97
53175,658.95
53136,59.98
53133,1249.84
53176,2294.99
53722,88.46
53720,2502.83
53769,2337.27
53768,2319.99
53725,34.47
53723,29.99
53724,42.28
54176,1754.98
54152,23.78
54151,37.27
54148,2459.62
54597,159.0
54596,2.29
54586,2543.44
54591,42.28
54588,1269.47
54594,7.95
54595,88.97
54937,12.94
54935,39.99
54932,1120.49
54971,1709.98
54972,2520.27
54938,123.98
54939,2.29
54933,1145.48
55497,2384.07
55456,32.27
55499,2349.98
55460,60.47
55494,638.48
55451,1195.47
55452,1120.49
55961,2309.97
55922,1174.48
55960,2478.34
55928,123.96
55962,2357.28
55930,23.78
55929,23.78
55959,2438.06
55926,1283.82
56366,1714.97
56340,32.28
56345,37.93
56341,67.97
56365,1774.45
56368,2447.05
56338,1214.85
56369,2341.97
56371,2369.96
56748,2453.04
56750,2516.81
56699,35.0
56703,41.93
56696,49.48
56752,2374.98
56749,2452.04
56751,2294.99
56704,2.29
56700,27.77
56698,60.47
56746,624.95
56747,683.77
57312,94.48
57359,588.96
57361,2384.07
57313,133.49
57310,49.96
57362,2479.94
57306,1149.47
57301,1149.47
57358,553.97
57303,1212.45
57368,1214.85
57302,1169.46
57369,810.32
57360,2447.05
57305,1157.42
57311,25.48
57783,2420.34
57751,103.96
57752,71.58
57749,29.98
57754,159.0
57753,49.99
58199,97.96
58245,2482.27
58192,1209.47
58197,56.97
58238,2466.32
58243,2374.98
58242,2364.96
58240,1700.99
58244,2354.99
58241,2316.97
58246,2452.34
58574,2319.99
58541,1174.48
58548,54.99
58544,82.97
58547,2.29
58573,2364.96
58546,7.95
58572,750.74
58575,2511.32
58545,53.99
59270,876.33
59215,12.98
59271,2476.53
59214,184.48
59253,1183.47
59251,1754.98
59252,1174.48
59816,588.96
59831,848.47
59815,556.93
59817,600.46
59812,1709.98
59811,1700.99
59764,58.98
60379,742.35
60331,165.28
60378,742.35
60368,553.97
60377,1415.78
60380,2428.05
60329,162.99
60325,83.97
60326,105.95
60381,567.76
60328,42.93
60366,1732.26
60367,1183.47
60327,86.46
60370,2394.97
60332,166.28
60369,1174.48
60330,3.99
60884,2433.04
60883,1174.48
60881,1725.98
60840,31.27
60894,742.35
60847,53.99
60848,53.99
60880,2482.23
60844,24.49
60882,2451.3
61428,2482.23
61471,1173.96
61432,37.27
61481,769.49
61435,62.98
61433,45.22
61429,2514.93
61431,28.98
61444,32.27
61472,2297.28
61473,2304.98
61436,47.96
61970,1228.83
61960,1189.46
61958,1184.46
61968,2401.01
61969,2482.04
61922,119.95
61959,1120.49
61971,578.46
61956,2578.43
61923,85.48
61957,2457.33
62403,30.48
62454,2475.95
62459,2319.99
62457,1120.49
62398,127.47
62469,751.34
62400,23.78
62402,88.98
62397,63.97
62456,1120.49
62455,2451.3
62405,2.29
62458,549.98
62399,29.99
62453,1700.99
62824,49.99
62822,9.99
62859,2478.34
62873,2473.05
62863,650.95
62861,2457.33
62860,2457.33
62874,563.77
62864,2374.98
62820,143.78
62865,2363.96
63538,2354.98
63549,2413.06
63500,2.29
63539,2297.28
63548,1283.82
63536,1700.99
63501,161.29
63502,32.6
63537,1808.45
63547,2418.05
63499,49.99
64000,63.97
64001,36.96
64041,2543.44
64052,1313.34
64039,1764.96
63999,31.27
64042,2399.23
63996,2561.32
64051,801.83
64005,58.98
64006,49.99
64050,796.34
64053,562.96
64529,47.97
64526,148.98
64594,1789.45
64535,7.95
64598,2459.62
64534,28.48
64525,87.97
64532,49.99
64599,2339.97
64533,49.99
64611,2384.07
64596,1179.97
64536,2.29
64600,2318.96
64896,2398.05
64858,49.99
64888,2514.93
64855,37.29
64854,2466.32
64887,1179.97
64857,60.47
65548,603.49
65547,556.26
65506,37.29
65509,53.99
65560,2393.06
65549,2319.99
65559,751.34
65544,1174.48
65507,127.28
65543,1723.96
65504,804.48
65508,61.96
65545,1120.49
66024,88.46
66029,59.48
66015,848.47
66060,1169.46
66028,6.28
66078,2496.53
66025,37.27
66062,2329.99
66061,2351.96
66064,2326.96
66077,742.35
66023,89.46
66027,93.97
66063,2482.27
66026,39.99
66513,29.99
66547,2354.98
66549,2534.93
66512,123.48
66509,29.99
66516,31.28
66518,10.24
66517,93.46
66520,48.97
66514,6.28
66548,2457.33
66508,34.98
66565,2418.05
66546,603.49
66566,2461.03
67017,2384.07
67004,2337.27
67002,2409.97
67015,771.34
66951,53.99
67001,1174.48
66950,49.99
66958,32.27
67003,2396.96
66948,26.97
67627,567.76
67626,553.97
67644,2384.07
67624,1763.97
67580,2.29
67630,2344.96
67577,854.97
68135,662.95
68136,563.77
68092,29.98
68089,848.47
68095,53.99
68149,820.83
68677,806.32
68662,2297.28
68680,2448.04
68625,31.27
68666,588.96
68665,1764.96
68679,2428.05
68682,2477.53
68667,2478.34
68661,2294.99
68681,2452.04
68678,1274.33
68627,60.47
68663,1134.47
68626,34.98
69070,563.77
69066,1174.48
69073,564.98
69068,1700.99
69069,1759.97
69071,548.98
69028,53.99
69065,2329.99
69064,2334.98
69027,49.48
69088,778.62
69087,791.32
69072,2410.94
69850,2297.28
69795,186.28
69848,1763.97
69847,1700.99
69849,2443.55
69863,2393.06
69864,2453.04
70381,27.77
70380,25.48
70376,2451.3
70450,2473.04
70435,2438.06
70437,2341.97
70433,1218.98
70449,751.34
70379,29.99
70382,62.94
70377,2520.83
70452,553.97
70434,1174.48
70451,2461.55
70436,784.47
70383,118.49
70946,29.99
70952,2.29
70942,92.48
70947,32.28
70950,99.47
71002,608.96
70949,23.78
70944,29.98
71001,603.49
70999,1700.99
71023,2393.06
70943,28.98
70951,60.47
71003,2349.98
71474,2337.27
71469,1174.48
71432,49.99
71485,2393.06
71430,30.48
71471,1145.48
71470,1729.97
71429,94.46
71473,2374.98
71472,2322.28
72130,28.98
72168,1147.77
72184,2384.07
72134,123.98
72170,1174.48
72167,2451.3
72131,29.99
72171,893.47
72169,548.98
72135,17.27
72129,1789.97
72185,2393.06
72734,3.99
72787,2447.05
72735,120.0
72736,53.99
72786,2443.55
72775,2354.47
72727,604.96
72774,2354.99
72732,49.97
72733,15.23
72773,588.96
72729,2438.06
73393,2297.28
73394,791.47
73341,60.47
73345,54.99
73391,1120.49
73392,1174.48
73384,2351.96
73346,24.49
73389,1184.46
73390,565.47
73385,2475.95
73386,2478.34
73387,1732.26
73412,553.97
73342,64.47
73340,31.27
73343,17.27
73344,53.99
73411,742.35
73395,2319.99
73847,600.46
73794,32.28
73801,12.98
73866,548.98
73788,579.46
73795,27.77
73793,28.98
73789,2413.06
73792,123.95
73796,110.96
73798,128.97
73845,2466.32
73846,1174.48
74259,123.98
74258,24.27
74253,64.97
74260,36.27
74256,34.98
74504,34.98
74506,43.97
74507,53.99
74505,34.98
74754,31.27
74757,118.46
74755,29.99
74971,21.49
74970,25.48
51239,2374.98
51236,2294.99
51233,1700.99
51238,2294.99
51235,2294.99
51237,2369.96
51367,548.98
51366,1700.99
51359,2520.31
51478,2492.32
51491,2294.99
51493,2419.93
51492,2341.97
51479,2492.32
51611,607.96
51612,2362.27
52019,1134.47
52029,9.99
52025,71.95
52024,36.96
52031,2.29
52060,1729.97
52030,7.95
52456,839.48
52468,2512.32
52458,2359.96
52413,42.28
52417,159.0
52457,1779.47
52414,71.58
52844,1249.84
52847,64.47
52849,49.99
52843,1120.49
52877,806.76
52842,1151.76
52841,2539.42
52845,1283.82
53236,2398.05
53191,9.99
53186,32.28
53192,88.98
53193,24.49
53775,75.97
53776,79.47
53824,2405.47
53774,187.98
53822,2457.33
53779,21.93
53781,41.93
54197,59.98
54187,1288.31
54242,2319.26
54236,1760.47
54202,6.28
54196,63.97
54186,1218.46
54241,2395.96
54201,59.98
54240,2475.97
54188,1268.84
54194,35.72
54239,2512.32
54235,893.47
54238,2478.34
54706,2438.06
54704,1754.98
54665,119.95
54664,29.98
54667,62.98
54669,34.89
54666,30.97
54658,2451.3
54979,26.97
55026,2297.28
54976,1174.48
54980,53.99
55024,2393.06
54978,56.98
55025,2451.3
55023,548.98
54977,89.46
54984,22.97
55511,7.95
55509,122.48
55507,110.46
55538,769.49
55543,2394.46
55510,23.97
55540,613.45
55541,2478.34
55512,24.49
55542,2478.34
55539,1725.98
55975,80.47
55977,53.99
56010,2380.47
56019,1249.84
55973,64.97
55972,64.97
56384,29.48
56382,56.97
56387,38.88
56383,71.97
56386,62.94
56425,2460.29
56380,37.27
56429,901.35
56785,828.47
56789,2436.97
56788,2376.45
56762,134.98
56760,84.96
56757,1149.47
56786,2478.34
56787,2512.32
57374,29.99
57378,39.99
57415,1785.97
57417,563.77
57379,76.92
57418,2507.03
57416,588.96
57420,2331.95
57373,63.97
57427,796.34
57832,553.97
57798,67.93
57801,36.27
57795,36.96
57797,37.29
57833,2331.95
57800,49.99
57793,32.27
57831,928.49
57834,2294.99
57796,85.48
58278,2428.97
58279,2382.93
58249,1158.96
58253,104.98
58631,2309.97
58595,48.97
58591,42.28
58632,2329.99
58590,123.96
58593,49.97
58629,2438.06
58633,2354.98
58630,2362.27
59278,53.99
59276,26.97
59331,2447.05
59279,88.98
59327,1120.49
59332,2384.07
59277,11.94
59329,548.98
59328,1143.46
59275,64.97
59840,63.97
59886,567.76
59903,548.98
59841,64.97
59842,6.28
59901,839.48
59887,1189.46
59902,2442.54
59883,1754.98
59884,2482.23
60428,2478.34
60390,36.59
60432,1120.49
60389,58.47
60435,594.97
60384,36.96
60450,839.48
60430,1174.48
60433,599.47
60431,1147.77
60426,2520.27
60429,2478.34
60387,47.97
60382,40.23
60935,2478.34
60939,2420.34
60934,1754.98
60897,32.27
60936,2520.83
60938,599.47
60898,2.29
61524,1184.46
61523,2539.42
61485,123.98
61522,1754.98
61487,49.99
61483,37.27
61538,848.47
61484,58.98
61482,32.27
61525,2334.97
62018,2384.07
61976,64.47
62019,1249.84
61973,37.27
61975,32.28
62021,563.77
62010,2369.97
62020,2443.55
61977,113.47
62008,1120.49
62007,1700.99
62009,2359.98
62518,1158.46
62477,36.59
62530,2438.06
62475,48.97
62472,120.48
62479,71.58
62473,29.99
62520,2364.97
62519,1179.97
62516,1768.96
62471,35.23
62935,2373.47
62879,31.27
62930,2451.3
62929,1764.96
62878,92.96
62881,39.99
62931,2457.33
62880,32.28
62932,2344.96
62883,123.98
62934,2369.24
62933,2379.91
63603,569.97
63552,31.27
63605,2368.95
63619,756.33
63620,724.47
63606,2354.98
63554,37.27
63604,2294.99
64059,58.98
64107,2319.99
64108,2394.97
64104,1188.46
64105,604.96
64062,113.47
64057,201.28
64106,2319.99
64056,29.99
64058,39.99
64061,59.48
64063,28.99
64674,2398.05
64660,599.47
64612,63.97
64659,1785.97
64613,94.46
64676,608.96
64616,12.94
64675,808.96
64661,548.98
64663,2369.97
64662,2360.95
64622,47.25
64658,1784.96
64617,29.48
64934,1754.98
64903,142.97
64899,63.97
64939,2322.28
64937,1120.49
64901,123.98
64947,2393.06
64902,74.48
64936,1700.99
65567,58.98
65610,2325.96
65566,37.29
65565,34.98
65613,2439.99
65626,2438.06
65612,628.97
65615,2343.96
66139,2475.95
66138,2457.33
66089,152.6
66137,2326.96
66085,198.99
66140,2319.99
66088,28.99
66084,58.98
66087,6.28
66081,23.78
66569,211.96
66570,35.0
